study,variable_id,wave,level,variable_type,question_type,survey,repeated_question,question_text_en,question_text_en_male,question_text_es,question_text_es_male,notes,source_file
rct,i2700d,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700d,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700e,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700e,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700e,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700f,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700f,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700f,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700g,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700g,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700g,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700h,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700h,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700h,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700i,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700i,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700i,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700j,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700j,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700j,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700k,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700k,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700k,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700l,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700l,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700l,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700m,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700m,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700m,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700n,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700n,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700n,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700o,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700o,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700o,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2700p,1,respondent,survey,multi,w1 baseline,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE1_codebook_v8.xlsx
rct,i2700p,2,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i2700p,3,respondent,survey,multi,all,true,"What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",,"¿Qué se debe hacer o tomar para tratar la diarrea, ya sea en un niño o adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE3_codebook_v3.xlsx
rct,i2800,1,respondent,survey,numeric,w1 baseline,true,For how many days should you take take zinc to treat diarrea?,,¿Por cuántos días se debe tomar zinc para tratar la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2800,2,respondent,survey,numeric,all,true,For how many days should you take take zinc to treat diarrea?,,¿Por cuántos días se debe tomar zinc para tratar la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2800,3,respondent,survey,numeric,all,true,For how many days should you take take zinc to treat diarrea?,,¿Por cuántos días se debe tomar zinc para tratar la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i2900,4,respondent,survey,multi,all,false,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE4_codebook_v1.xlsx
rct,i2900a,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2900a,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2900a,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i2900b,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2900b,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2900b,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i2900c,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2900c,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2900c,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i2900d,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2900d,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2900d,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i2900e,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2900e,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2900e,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i2900f,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2900f,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2900f,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i2900g,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2900g,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2900g,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i2900h,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i2900h,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i2900h,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting an illness with a cough and fever?,,¿Cuáles de las siguientes cosas pueden prevenir una enfermedad con tos y fiebre?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3000,4,respondent,survey,multi,all,false,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE4_codebook_v1.xlsx
rct,i3000a,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3000a,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3000a,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3000b,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3000b,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3000b,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3000c,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3000c,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3000c,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3000d,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3000d,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3000d,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3000e,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3000e,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3000e,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3000f,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3000f,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3000f,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3000g,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3000g,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3000g,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3000h,1,respondent,survey,multi,w1 baseline,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3000h,2,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3000h,3,respondent,survey,multi,all,true,Which of the following do you think can prevent someone from getting diarrhea?,,¿Cuáles de las siguientes cosas pueden prevenir la diarrea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3001a,3,respondent,survey,multi,all,false,Which of the following can help prevent diseases like Zika?,,Cual de las siguientes opciones puede ayudar a prevenir enfermedades como el Zika?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3001b,3,respondent,survey,multi,all,false,Which of the following can help prevent diseases like Zika?,,Cual de las siguientes opciones puede ayudar a prevenir enfermedades como el Zika?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3001c,3,respondent,survey,multi,all,false,Which of the following can help prevent diseases like Zika?,,Cual de las siguientes opciones puede ayudar a prevenir enfermedades como el Zika?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3001d,3,respondent,survey,multi,all,false,Which of the following can help prevent diseases like Zika?,,Cual de las siguientes opciones puede ayudar a prevenir enfermedades como el Zika?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3001e,3,respondent,survey,multi,all,false,Which of the following can help prevent diseases like Zika?,,Cual de las siguientes opciones puede ayudar a prevenir enfermedades como el Zika?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3001f,3,respondent,survey,multi,all,false,Which of the following can help prevent diseases like Zika?,,Cual de las siguientes opciones puede ayudar a prevenir enfermedades como el Zika?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3001g,3,respondent,survey,multi,all,false,Which of the following can help prevent diseases like Zika?,,Cual de las siguientes opciones puede ayudar a prevenir enfermedades como el Zika?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3100a,1,respondent,survey,multi,w1 baseline,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3100a,2,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3100a,3,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3100b,1,respondent,survey,multi,w1 baseline,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3100b,2,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3100b,3,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3100c,1,respondent,survey,multi,w1 baseline,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3100c,2,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3100c,3,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3100d,1,respondent,survey,multi,w1 baseline,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3100d,2,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3100d,3,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3100e,1,respondent,survey,multi,w1 baseline,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE1_codebook_v8.xlsx
