variable_name,repeated_question,question_type,survey,question_english_women,question_english_men,option_code,option_english_women,option_english_men,question_spanish_women,question_spanish_men,option_spanish_women,option_spanish_men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400b,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,b,Seizures,Seizures,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Convulsiones,Convulsiones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400c,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,c,Headache,Headache,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Dolor de cabeza,Dolor de cabeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400d,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,d,Ringing in the ears,Ringing in the ears,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Zumbido en los oídos,Zumbido en los oídos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400e,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,e,Dizziness,Dizziness,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Mareos,Mareos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400f,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,f,Difficulty urinating,Difficulty urinating,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Dificultad para orinar,Dificultad para orinar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400g,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,g,Reduction or absence of fetal movements,Reduction or absence of fetal movements,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Reducción o ausencia de movimientos fetales,Reducción o ausencia de movimientos fetales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400h,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,h,Water breaking,Water breaking,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Romper la fuente (o salida de las aguas),Romper la fuente (o salida de las aguas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400i,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,i,Fever,Fever,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Fiebre,Fiebre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400j,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,j,"Swelling of the face, hands, and feet","Swelling of the face, hands, and feet",¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,"Hinchazón de la cara, las manos, y los pies","Hinchazón de la cara, las manos, y los pies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400k,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,k,"Pallor (especially of the lips, tongue, or palms)","Pallor (especially of the lips, tongue, or palms)",¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,"Palidez (especialmente de los labios, lengua, o palmas)","Palidez (especialmente de los labios, lengua, o palmas)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400l,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,l,Difficulty gaining weight,Difficulty gaining weight,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Dificultad para aumentar de peso,Dificultad para aumentar de peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2400m,1,multiple_select,w1 baseline,Did you experience any of the following problems during your pregnancy with [NEW CHILD X]?,Did [NEW CHILD X]'s mother experience any of the following problems during her pregnancy with [f0910]?,m,None of the above,None of the above,¿Usted tuvo cualquiera de los siguientes problemas durante su embarazo con [NEW CHILD X]?,¿La madre de [NEW CHILD X] tuvo alguno de los siguientes problemas durante su embarazo con [f0910]?,Ninguno,Ninguno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2500,1,multiple_choice,w1 baseline,Did you seek medical care at a health facility for this/these problems?,Did she seek medical care at a health facility for this/these problems?,1,Yes,Yes,¿Buscó tratamiento médico en una unidad de salud para este/estos problema(s)?,¿Ella buscó tratamiento médico en una unidad de salud para este/estos problema(s)?,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2500,1,multiple_choice,w1 baseline,Did you seek medical care at a health facility for this/these problems?,Did she seek medical care at a health facility for this/these problems?,2,No,No,¿Buscó tratamiento médico en una unidad de salud para este/estos problema(s)?,¿Ella buscó tratamiento médico en una unidad de salud para este/estos problema(s)?,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2600,1,multiple_choice,w1 baseline,Did [NEW CHILD X]'s father accompany you to the health facility?,Did you accompany [NEW CHILD X]'s mother to the health facility?,1,Yes,Yes,¿Le acompañó el padre de [NEW CHILD X] a la unidad de salud?,¿Acompañó usted a la madre de [NEW CHILD X] a la unidad de salud?,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2600,1,multiple_choice,w1 baseline,Did [NEW CHILD X]'s father accompany you to the health facility?,Did you accompany [NEW CHILD X]'s mother to the health facility?,2,No,No,¿Le acompañó el padre de [NEW CHILD X] a la unidad de salud?,¿Acompañó usted a la madre de [NEW CHILD X] a la unidad de salud?,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2700,1,multiple_choice,w1 baseline,Where did you give birth to [NEW CHILD X]?,Where did [NEW CHILD X]'s mother give birth to [f0910]?,1,Health unit (public or private hospital/clinic),Health unit (public or private hospital/clinic),¿Dónde tuvo usted el parto de [NEW CHILD X]?,¿Dónde tuvo la madre de [NEW CHILD X] el parto de [f0910]?,Unidad de salud(hospital/clínica publica o privada),Unidad de salud(hospital/clínica publica o privada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2700,1,multiple_choice,w1 baseline,Where did you give birth to [NEW CHILD X]?,Where did [NEW CHILD X]'s mother give birth to [f0910]?,2,At home/someone else's home,At home/someone else's home,¿Dónde tuvo usted el parto de [NEW CHILD X]?,¿Dónde tuvo la madre de [NEW CHILD X] el parto de [f0910]?,En su casa/ casa de alguien más,En su casa/ casa de alguien más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2700,1,multiple_choice,w1 baseline,Where did you give birth to [NEW CHILD X]?,Where did [NEW CHILD X]'s mother give birth to [f0910]?,3,Car or ambulance en route to medical facility,Car or ambulance en route to medical facility,¿Dónde tuvo usted el parto de [NEW CHILD X]?,¿Dónde tuvo la madre de [NEW CHILD X] el parto de [f0910]?,En el carro o la ambulancia yendo hacia la unidad de salud,En el carro o la ambulancia yendo hacia la unidad de salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2700,1,multiple_choice,w1 baseline,Where did you give birth to [NEW CHILD X]?,Where did [NEW CHILD X]'s mother give birth to [f0910]?,4,Other,Other,¿Dónde tuvo usted el parto de [NEW CHILD X]?,¿Dónde tuvo la madre de [NEW CHILD X] el parto de [f0910]?,Otro,Otro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2800,1,multiple_choice,w1 baseline,Who decided where the birth should take place?,Who decided where the birth should take place?,1,Respondent,Respondent,¿Quién decidió adónde usted iba a dar a luz?,¿Quién decidió adónde ella iba tener el parto?,Yo lo hice,Yo lo hice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2800,1,multiple_choice,w1 baseline,Who decided where the birth should take place?,Who decided where the birth should take place?,2,Partner,Partner,¿Quién decidió adónde usted iba a dar a luz?,¿Quién decidió adónde ella iba tener el parto?,Esposo/pareja,Esposa/pareja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2800,1,multiple_choice,w1 baseline,Who decided where the birth should take place?,Who decided where the birth should take place?,3,Respondent and partner jointly,Respondent and partner jointly,¿Quién decidió adónde usted iba a dar a luz?,¿Quién decidió adónde ella iba tener el parto?,"Esposo y yo misma, juntos","Esposa y yo mismo, juntos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2800,1,multiple_choice,w1 baseline,Who decided where the birth should take place?,Who decided where the birth should take place?,4,Midwife,Midwife,¿Quién decidió adónde usted iba a dar a luz?,¿Quién decidió adónde ella iba tener el parto?,Partera,Partera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2800,1,multiple_choice,w1 baseline,Who decided where the birth should take place?,Who decided where the birth should take place?,5,Respondent's mother,Respondent's mother,¿Quién decidió adónde usted iba a dar a luz?,¿Quién decidió adónde ella iba tener el parto?,Mi Madre,Mi Madre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2800,1,multiple_choice,w1 baseline,Who decided where the birth should take place?,Who decided where the birth should take place?,6,Respondent's mother in law,Respondent's mother in law,¿Quién decidió adónde usted iba a dar a luz?,¿Quién decidió adónde ella iba tener el parto?,Suegra,Suegra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2800,1,multiple_choice,w1 baseline,Who decided where the birth should take place?,Who decided where the birth should take place?,7,Doctor,Doctor,¿Quién decidió adónde usted iba a dar a luz?,¿Quién decidió adónde ella iba tener el parto?,Doctor,Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2800,1,multiple_choice,w1 baseline,Who decided where the birth should take place?,Who decided where the birth should take place?,8,Other,Other,¿Quién decidió adónde usted iba a dar a luz?,¿Quién decidió adónde ella iba tener el parto?,Otro,Otro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2900,1,multiple_choice,w1 baseline,Did [NEW CHILD X]'s father wait at the place you gave birth while you were in labor and giving birth to [NEW CHILD X]?,Did you wait at the place where [NEW CHILD X]'s mother gave birth to [f0910]?,1,Yes,Yes,¿El padre de [NEW CHILD X] se quedó esperando en el lugar del parto mientras usted estaba en parto y dando a luz?,¿Se quedó esperando usted en el lugar del parto mientras nacía [NEW CHILD X]?,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2900,1,multiple_choice,w1 baseline,Did [NEW CHILD X]'s father wait at the place you gave birth while you were in labor and giving birth to [NEW CHILD X]?,Did you wait at the place where [NEW CHILD X]'s mother gave birth to [f0910]?,2,No,No,¿El padre de [NEW CHILD X] se quedó esperando en el lugar del parto mientras usted estaba en parto y dando a luz?,¿Se quedó esperando usted en el lugar del parto mientras nacía [NEW CHILD X]?,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3000a,1,multiple_select,w1 baseline,What are the reasons he was not present while [NEW CHILD X] was being born?,What are the reasons you were not present while [NEW CHILD X] was being born?,a,Did not have time,Did not have time,¿Por qué razones no estuvo presente el padre mientras nacia [NEW CHILD X]?,¿Por qué razones no estuvo presente mientras nacia [NEW CHILD X]?,El no tenía tiempo,Yo no tenía tiempo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3000b,1,multiple_select,w1 baseline,What are the reasons he was not present while [NEW CHILD X] was being born?,What are the reasons you were not present while [NEW CHILD X] was being born?,b,Was at work,Was at work,¿Por qué razones no estuvo presente el padre mientras nacia [NEW CHILD X]?,¿Por qué razones no estuvo presente mientras nacia [NEW CHILD X]?,El estaba trabajando,Yo estaba trabajando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
